gene	uniprot_chig_id	annot_rank	ko_id	kegg_hit	pfam_hits	chig_description	identified_in_proteomics	unique_onetenth	in_model	detected_in_mplex	ko_all	ec_ko_source	ec_number	ec_source
gene_4485	tr|A0A1B7YAI6|A0A1B7YAI6_COLHI	C	K19839	Rho-type GTPase-activating protein 1/2	RhoGAP domain [PF00620.30]; LIM domain [PF00412.25]	RhoGAP domain-containing protein	YES	False	False	True	K19839	kofam+xlsx		
gene_6102	tr|H1UYZ9|H1UYZ9_COLHI	C	K00793	riboflavin synthase [EC:2.5.1.9]	Lumazine binding domain [PF00677.20]	Riboflavin synthase	YES	False	True	True	K00793	kofam+xlsx	2.5.1.9	kofam/xlsx->KEGG
gene_8118	tr|H1UVR2|H1UVR2_COLHI	C	K00852	ribokinase [EC:2.7.1.15]	pfkB family carbohydrate kinase [PF00294.27]	Ribokinase	YES	False	True	True	K00852	kofam+xlsx	2.7.1.15	kofam/xlsx->KEGG
gene_1177	tr|H1UXA6|H1UXA6_COLHI	C	K03469	ribonuclease HI [EC:3.1.26.4]	RNase H [PF00075.27]; Caulimovirus viroplasmin [PF01693.19]; MafB19-like deaminase [PF14437.9]	Cytidine and deoxycytidylate deaminase zinc-binding region	YES	False	False	True	K03469;K15442	kofam+xlsx	3.1.26.4	kofam/xlsx->KEGG
gene_12778	tr|A0A1B7YNT2|A0A1B7YNT2_COLHI	C	K03469	ribonuclease HI [EC:3.1.26.4]	RNase H [PF00075.27]	ribonuclease H	YES	False	False	True	K03469	kofam+xlsx	3.1.26.4	kofam/xlsx->KEGG
gene_203	tr|A0A1B7XW79|A0A1B7XW79_COLHI	C	K01166	ribonuclease T2 [EC:4.6.1.19]	Ribonuclease T2 family [PF00445.21]	ribonuclease T2	YES	False	False	True	K01166	kofam+xlsx	4.6.1.19	kofam/xlsx->KEGG
gene_8235	tr|H1VMP1|H1VMP1_COLHI	C	K01166	ribonuclease T2 [EC:4.6.1.19]	Ribonuclease T2 family [PF00445.21]	ribonuclease T2	YES	False	False	True	K01166	kofam+xlsx	4.6.1.19	kofam/xlsx->KEGG
gene_10619	tr|A0A1B7YR42|A0A1B7YR42_COLHI	C	K00784	ribonuclease Z [EC:3.1.26.11]	Beta-lactamase superfamily domain [PF12706.10]; tRNase Z endonuclease [PF13691.9]	ribonuclease Z	YES	False	False	True	K00784	kofam+xlsx	3.1.26.11	kofam/xlsx->KEGG
gene_2072	tr|H1VJV9|H1VJV9_COLHI	C	K00784	ribonuclease Z [EC:3.1.26.11]	Beta-lactamase superfamily domain [PF12706.10]	RNase z	YES	False	False	True	K00784	kofam+xlsx	3.1.26.11	kofam/xlsx->KEGG
gene_9237	tr|H1VBG2|H1VBG2_COLHI	C	K10807	ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1]	Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]; ATP cone domain [PF03477.19]	Ribonucleoside-diphosphate reductase	YES	False	True	True	K00525;K10807	kofam+xlsx	1.17.4.1	kofam/xlsx->KEGG
gene_2076	tr|H1VGD0|H1VGD0_COLHI	C	K10808	ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]	Ribonucleotide reductase, small chain [PF00268.24]	ribonucleoside-diphosphate reductase	YES	False	True	True	K10808	kofam+xlsx	1.17.4.1	kofam/xlsx->KEGG
gene_12409	tr|A0A1B7YKL7|A0A1B7YKL7_COLHI	C	K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6]	Ribose 5-phosphate isomerase A (phosphoriboisomerase A) [PF06026.17]	Ribose-5-phosphate isomerase	YES	False	True	True	K01807	kofam+xlsx	5.3.1.6	kofam/xlsx->KEGG
gene_8076	tr|A0A1B7Y0C4|A0A1B7Y0C4_COLHI	C	K01808	ribose 5-phosphate isomerase B [EC:5.3.1.6]	Ribose/Galactose Isomerase [PF02502.21]	Ribose 5-phosphate isomerase	YES	False	False	True	K01808	kofam+xlsx	5.3.1.6	kofam/xlsx->KEGG
gene_11428	tr|H1VBV3|H1VBV3_COLHI	C	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	Phosphoribosyl synthetase-associated domain [PF14572.9]; N-terminal domain of ribose phosphate pyrophosphokinase [PF13793.9]	Ribose-phosphate pyrophosphokinase 1	YES	False	True	True	K00948	kofam+xlsx	2.7.6.1	kofam/xlsx->KEGG
gene_11990	tr|A0A1B7Y212|A0A1B7Y212_COLHI	C	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	Phosphoribosyl synthetase-associated domain [PF14572.9]; N-terminal domain of ribose phosphate pyrophosphokinase [PF13793.9]; Phosphoribosyl transferase domain [PF00156.30]	Ribose-phosphate diphosphokinase	YES	False	True	True	K00948	kofam+xlsx	2.7.6.1	kofam/xlsx->KEGG
gene_7927	tr|A0A1B7Y2P2|A0A1B7Y2P2_COLHI	C	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	Phosphoribosyl synthetase-associated domain [PF14572.9]; N-terminal domain of ribose phosphate pyrophosphokinase [PF13793.9]; Phosphoribosyl transferase domain [PF00156.30]	ribose-phosphate diphosphokinase	YES	False	True	True	K00948	kofam+xlsx	2.7.6.1	kofam/xlsx->KEGG
gene_856	tr|H1V3A5|H1V3A5_COLHI	C	K06961	ribosomal RNA assembly protein	Krr1 KH1 domain [PF17903.4]	KRR1 small subunit processome component	YES	False	False	True	K06961	kofam+xlsx		
gene_6184	tr|A0A1B7YSE7|A0A1B7YSE7_COLHI	C	K14849	ribosomal RNA-processing protein 1	Nucleolar protein,Nop52 [PF05997.15]	Nucleolar protein,Nop52	YES	False	False	True	K14849	kofam+xlsx		
gene_8572	tr|A0A1B7Y5Z8|A0A1B7Y5Z8_COLHI	C	K14545	ribosomal RNA-processing protein 7	Rrp7 RRM-like N-terminal domain [PF17799.4]; Ribosomal RNA-processing protein 7 (RRP7) C-terminal domain [PF12923.10]; MOSC domain [PF03473.20]; 2Fe-2S iron-sulfur cluster binding domain [PF00111.30]; 3-alpha domain [PF03475.17]; Oxidoreductase NAD-binding domain [PF00175.24]	Meiotic recombination protein DMC1	YES	False	False	True	K14545	kofam+xlsx		
gene_379	tr|H1VYL2|H1VYL2_COLHI	C	K14793	ribosomal RNA-processing protein 9	Neurobeachin beta propeller domain [PF20426.1]; Anaphase-promoting complex subunit 4 WD40 domain [PF12894.10]; WD domain, G-beta repeat [PF00400.35]	WD repeat domain-containing protein	YES	False	False	True	K14793	kofam+xlsx		
gene_11594	tr|A0A1B7YMX3|A0A1B7YMX3_COLHI	C	K14536	ribosome assembly protein 1 [EC:3.6.5.-]	Elongation factor Tu GTP binding domain [PF00009.30]; Elongation factor G C-terminus [PF00679.27]; Elongation Factor G, domain III [PF14492.9]; Elongation factor Tu domain 2 [PF03144.28]	Elongation factor Tu GTP binding domain-containing protein	YES	False	False	True	K14536	kofam+xlsx	3.6.5.-	kofam/xlsx->KEGG
gene_1532	tr|H1VB84|H1VB84_COLHI	C	K14854	ribosome assembly protein 3	Ribosome-assembly protein 3 [PF14615.9]	Ribosome assembly protein 3	YES	False	False	True	K14854	kofam+xlsx		
gene_6861	tr|H1VYX8|H1VYX8_COLHI	C	K14848	ribosome assembly protein RRB1	Histone-binding protein RBBP4 or subunit C of CAF1 complex [PF12265.11]; Eukaryotic translation initiation factor eIF2A [PF08662.14]; Anaphase-promoting complex subunit 4 WD40 domain [PF12894.10]	Glutamate-rich WD repeat-containing protein 1	YES	False	False	True	K14848	kofam+xlsx		
gene_10182	tr|A0A1B7YV06|A0A1B7YV06_COLHI	C	K14818	ribosome assembly protein SQT1	Anaphase-promoting complex subunit 4 WD40 domain [PF12894.10]; WD domain, G-beta repeat [PF00400.35]; WD40 region of Ge1, enhancer of mRNA-decapping protein [PF16529.8]	Mitochondrial division protein 1	YES	False	False	True	K14818	kofam+xlsx		
gene_5820	tr|H1V5N7|H1V5N7_COLHI	C	K14863	ribosome biogenesis protein	NLE (NUC135) domain [PF08154.15]; WD domain, G-beta repeat [PF00400.35]; Anaphase-promoting complex subunit 4 WD40 domain [PF12894.10]; Neurobeachin beta propeller domain [PF20426.1]	Ribosome biogenesis protein YTM1	YES	False	True	True	K14863	kofam+xlsx		
gene_2743	tr|H1UWS2|H1UWS2_COLHI	C	K14569	ribosome biogenesis protein BMS1	40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal [PF04950.15]; AARP2CN (NUC121) domain [PF08142.15]; Ethanolamine utilisation - propanediol utilisation [PF10662.12]	AARP2CN domain-containing protein	YES	False	False	True	K14569	kofam+xlsx		
gene_11209	tr|A0A1B7YBH5|A0A1B7YBH5_COLHI	C	K14820	ribosome biogenesis protein BRX1	Brix domain [PF04427.21]	Ribosome biogenesis protein BRX1	YES	False	False	True	K14820	kofam+xlsx		
gene_4917	tr|A0A1B7YBH4|A0A1B7YBH4_COLHI	C	K14788	ribosome biogenesis protein ENP2	NUC153 domain [PF08159.15]	WD repeat protein	YES	False	False	True	K14788	kofam+xlsx		
gene_8452	tr|A0A1B7YU68|A0A1B7YU68_COLHI	C	K14824	ribosome biogenesis protein ERB1	BOP1NT (NUC169) domain [PF08145.15]; WD domain, G-beta repeat [PF00400.35]; Anaphase-promoting complex subunit 4 WD40 domain [PF12894.10]; WD40 region of Ge1, enhancer of mRNA-decapping protein [PF16529.8]; Neurobeachin beta propeller domain [PF20426.1]	Ribosome biogenesis protein ERB1	YES	False	False	True	K14824	kofam+xlsx		
gene_1117	tr|H1UX37|H1UX37_COLHI	C	K14832	ribosome biogenesis protein MAK21	CBF/Mak21 family [PF03914.20]	CBF/Mak21 family protein	YES	False	False	True	K14832	kofam+xlsx		
gene_5234	tr|A0A1B7XYX9|A0A1B7XYX9_COLHI	C	K14842	ribosome biogenesis protein NSA2	Ribosomal protein S8e [PF01201.25]	Ribosome biogenesis protein NSA2	YES	False	False	True	K14842	kofam+xlsx		
gene_11676	tr|A0A1B7YA88|A0A1B7YA88_COLHI	C	K14859	ribosome biogenesis protein SSF1/2	Male sterility protein [PF07993.15]; AMP-binding enzyme [PF00501.31]; NAD dependent epimerase/dehydratase family [PF01370.24]; GDP-mannose 4,6 dehydratase [PF16363.8]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; RmlD substrate binding domain [PF04321.20]	Thioester reductase domain-containing protein	YES	False	False	True	K14859	xlsx		
gene_276	tr|H1UYB8|H1UYB8_COLHI	C	K14775	ribosome biogenesis protein UTP30	Ribosomal protein L1p/L10e family [PF00687.24]	Electron transfer flavoprotein alpha-subunit	YES	False	False	True	K14775	kofam+xlsx		
gene_3391	tr|H1V5J6|H1V5J6_COLHI	C	K14846	ribosome production factor 1	Brix domain [PF04427.21]	Brix domain-containing protein	YES	False	False	True	K14846	kofam+xlsx		
gene_6057	tr|A0A1B7XZ03|A0A1B7XZ03_COLHI	C	K14847	ribosome production factor 2	Brix domain [PF04427.21]	Ribosome production factor 2 homolog	YES	False	False	True	K14847	kofam+xlsx		
gene_5493	tr|H1V5Q7|H1V5Q7_COLHI	C	K02838	ribosome recycling factor	Ribosome recycling factor [PF01765.22]	Ribosomal recycling factor	YES	False	False	True	K02838	kofam+xlsx		
gene_3487	tr|A0A1B7Y6G6|A0A1B7Y6G6_COLHI	C	K06942	ribosome-binding ATPase	GTPase of unknown function C-terminal [PF08438.13]; 50S ribosome-binding GTPase [PF01926.26]	GTP-binding protein	YES	False	False	True	K06942	xlsx		
gene_377	tr|A0A1B7XZE4|A0A1B7XZE4_COLHI	C	K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1]	Ribulose-phosphate 3 epimerase family [PF00834.22]	Ribulose-phosphate 3-epimerase	YES	False	True	True	K01783	kofam+xlsx	5.1.3.1	kofam/xlsx->KEGG
gene_4299	tr|A0A1B7YRF5|A0A1B7YRF5_COLHI	C	K07178	RIO kinase 1 [EC:2.7.11.1]	RIO1 family [PF01163.25]; Lipopolysaccharide kinase (Kdo/WaaP) family [PF06293.17]	Serine/threonine-protein kinase RIO1	YES	False	False	True	K07178	kofam+xlsx	2.7.11.1	kofam/xlsx->KEGG
gene_5223	tr|H1UXH6|H1UXH6_COLHI	C	K11108	RNA 3'-terminal phosphate cyclase-like protein	RNA 3'-terminal phosphate cyclase [PF01137.24]; RNA 3'-terminal phosphate cyclase (RTC), insert domain [PF05189.16]	18S rRNA biogenesis protein RCL1	YES	False	False	True	K11108	kofam+xlsx		
gene_11871	tr|A0A1B7YWX6|A0A1B7YWX6_COLHI	C	K15732	RNA polymerase II subunit A C-terminal domain phosphatase [EC:3.1.3.16]	NLI interacting factor-like phosphatase [PF03031.21]; BRCA1 C Terminus (BRCT) domain [PF00533.29]	RNA polymerase II subunit A C-terminal domain phosphatase	YES	False	False	True	K15732	kofam+xlsx	3.1.3.16	kofam/xlsx->KEGG
gene_9058	tr|A0A1B7YDY9|A0A1B7YDY9_COLHI	C	K15544	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 [EC:3.1.3.16]	Ssu72-like protein [PF04722.16]	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	YES	False	False	True	K15544	kofam+xlsx	3.1.3.16	kofam/xlsx->KEGG
gene_8226	tr|H1VKZ4|H1VKZ4_COLHI	C	K15174	RNA polymerase II-associated factor 1	Paf1 [PF03985.16]; Rer1 family [PF03248.16]	Protein RER1	YES	False	False	True	K15174	kofam+xlsx		
gene_8486	tr|A0A1B7YVS9|A0A1B7YVS9_COLHI	C	K20826	RNA polymerase II-associated protein 1	RPAP1-like, C-terminal [PF08620.13]; RPAP1-like, N-terminal [PF08621.13]	Transcription factor	YES	False	False	True	K20826	kofam+xlsx		
gene_9698	tr|A0A1B7YJK2|A0A1B7YJK2_COLHI	C	K15219	RNA polymerase I-specific transcription initiation factor RRN7	Ribosomal L40e family [PF01020.20]; Ubiquitin family [PF00240.26]; Protein of Unknown function (DUF2604) [PF10790.12]; Ubiquitin-2 like Rad60 SUMO-like [PF13881.9]; Zinc-finger of RNA-polymerase I-specific TFIIB, Rrn7 [PF11781.11]	Ubiquitin fusion protein	YES	False	False	True	K02927;K15219	kofam+xlsx		
gene_2426	tr|H1VVE7|H1VVE7_COLHI	C	K15176	RNA polymerase-associated protein CTR9	Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.10]; Tetratricopeptide repeat [PF13429.9]; TPR repeat [PF13414.9]	Tetratricopeptide	YES	False	False	True	K15176	kofam+xlsx		
gene_942	tr|H1V089|H1V089_COLHI	C	K15177	RNA polymerase-associated protein LEO1	Leo1-like protein [PF04004.16]	Lipid acyl hydrolase	YES	False	False	True	K15177	kofam+xlsx		
gene_10246	tr|H1VLD4|H1VLD4_COLHI	C	K15178	RNA polymerase-associated protein RTF1	Plus-3 domain [PF03126.21]	Plus-3 domain-containing protein	YES	False	False	True	K15178	kofam+xlsx		
gene_3193	tr|A0A1B7XR80|A0A1B7XR80_COLHI	C	K12822	RNA-binding protein 25	PWI domain [PF01480.20]	RNA-binding protein rbm25	YES	False	False	True	K12822	kofam+xlsx		
gene_10151	tr|H1W583|H1W583_COLHI	C	K13192	RNA-binding protein 26	PWI domain [PF01480.20]; Nup53/35/40-type RNA recognition motif [PF14605.9]	RNA recognition domain-containing protein	YES	False	False	True	K13192	xlsx		
gene_7842	tr|A0A1B7Y9C4|A0A1B7Y9C4_COLHI	C	K13094	RNA-binding protein 5/10	G-patch domain [PF01585.26]	G-patch domain-containing protein	YES	False	False	True	K13094	kofam+xlsx		
gene_2754	tr|A0A1B7YDZ2|A0A1B7YDZ2_COLHI	C	K12876	RNA-binding protein 8A	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain) [PF00076.25]	RNA recognition domain-containing protein	YES	False	False	True	K12876	kofam+xlsx		
gene_7019	tr|H1VG46|H1VG46_COLHI	C	K13212	RNA-binding protein Luc7-like 2	LUC7 N_terminus [PF03194.18]	U1 snrnp splicing complex subunit	YES	False	False	True	K13212	kofam+xlsx		
gene_925	tr|H1V7A0|H1V7A0_COLHI	C	K11883	RNA-binding protein NOB1	Nin one binding (NOB1) Zn-ribbon like [PF08772.14]; PIN domain of ribonuclease [PF17146.7]	20S-pre-rRNA D-site endonuclease NOB1	YES	False	False	True	K11883	kofam+xlsx		
gene_697	tr|A0A1B7Y9S5|A0A1B7Y9S5_COLHI	C	K11699	RNA-dependent RNA polymerase [EC:2.7.7.48]	RNA dependent RNA polymerase [PF05183.15]; FAD linked oxidases, C-terminal domain [PF02913.22]; FAD binding domain [PF01565.26]	D-lactate dehydrogenase (cytochrome)	YES	False	False	True	K00102;K11699	kofam+xlsx	1.1.2.4;2.7.7.48	kofam/xlsx->KEGG
gene_11406	tr|A0A1B7XVU4|A0A1B7XVU4_COLHI	C	K14563	rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]	Fibrillarin [PF01269.20]	rRNA 2'-O-methyltransferase fibrillarin	YES	False	False	True	K14563	kofam+xlsx	2.1.1.-	kofam/xlsx->KEGG
gene_2219	tr|A0A1B7YMU8|A0A1B7YMU8_COLHI	C	K14792	rRNA biogenesis protein RRP5	Suppressor of forked protein (Suf) [PF05843.17]; S1 RNA binding domain [PF00575.26]	rRNA biogenesis protein RRP5	YES	False	True	True	K14792	kofam+xlsx		
gene_7049	tr|H1UZL3|H1UZL3_COLHI	C	K14568	rRNA small subunit pseudouridine methyltransferase Nep1 [EC:2.1.1.260]	EMG1/NEP1 methyltransferase [PF03587.17]	Essential for mitotic growth 1	YES	False	False	True	K14568	kofam+xlsx	2.1.1.260	kofam/xlsx->KEGG
gene_6264	tr|H1VIL9|H1VIL9_COLHI	C	K14823	rRNA-processing protein EBP2	Eukaryotic rRNA processing protein EBP2 [PF05890.15]	Ebp2p	YES	False	False	True	K14823	kofam+xlsx		
gene_7595	tr|A0A1B7XVL6|A0A1B7XVL6_COLHI	C	K04499	RuvB-like protein 1 [EC:5.6.2.4]	TIP49 P-loop domain [PF06068.16]; TIP49 AAA-lid domain [PF17856.4]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]	RuvB-like helicase	YES	False	False	True	K04499	kofam+xlsx	5.6.2.4	kofam/xlsx->KEGG
gene_11403	tr|H1W048|H1W048_COLHI	C	K11338	RuvB-like protein 2 [EC:5.6.2.3]	TIP49 P-loop domain [PF06068.16]; TIP49 AAA-lid domain [PF17856.4]	RuvB-like helicase	YES	False	False	True	K11338	kofam+xlsx	5.6.2.3	kofam/xlsx->KEGG
gene_11790	tr|A0A1B7Y5D5|A0A1B7Y5D5_COLHI	C	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	Alcohol dehydrogenase GroES-like domain [PF08240.15]; Zinc-binding dehydrogenase [PF00107.29]	S-(Hydroxymethyl)glutathione dehydrogenase	YES	False	True	True	K00121	kofam+xlsx	1.1.1.1;1.1.1.284	kofam/xlsx->KEGG
gene_3413	tr|H1V7E1|H1V7E1_COLHI	C	K03396	S-(hydroxymethyl)glutathione synthase [EC:4.4.1.22]	Glutathione-dependent formaldehyde-activating enzyme [PF04828.17]	Putative glutathione-dependent formaldehyde-activating enzyme	YES	False	False	False	K03396	kofam+xlsx	4.4.1.22	kofam/xlsx->KEGG
gene_6514	tr|A0A1B7XRJ6|A0A1B7XRJ6_COLHI	C	K23802	SAC3 family protein LENG8/THP3	SAC3/GANP family [PF03399.19]	GANP/Nin1/mts3/eIF-3 p25 family protein	YES	False	False	True	K23802	kofam+xlsx		
gene_10510	tr|H1VKW9|H1VKW9_COLHI	C	K01381	saccharopepsin [EC:3.4.23.25]	Eukaryotic aspartyl protease [PF00026.26]; Xylanase inhibitor N-terminal [PF14543.9]; Xylanase inhibitor C-terminal [PF14541.9]	Vacuolar protease A	YES	False	False	True	K01381	kofam+xlsx	3.4.23.25	kofam/xlsx->KEGG
gene_5491	tr|A0A1B7YDF0|A0A1B7YDF0_COLHI	C	K00290	saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]	Alanine dehydrogenase/PNT, N-terminal domain [PF05222.18]; Alanine dehydrogenase/PNT, C-terminal domain [PF01262.24]	Saccharopine dehydrogenase [NAD(+), L-lysine-forming]	YES	False	True	True	K00290	kofam+xlsx	1.5.1.7	kofam/xlsx->KEGG
gene_2120	tr|H1VZP2|H1VZP2_COLHI	C	K00293	saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]	Saccharopine dehydrogenase C-terminal domain [PF16653.8]; Saccharopine dehydrogenase NADP binding domain [PF03435.21]	Saccharopine dehydrogenase [NADP(+), L-glutamate-forming]	YES	False	True	True	K00293	kofam+xlsx	1.5.1.10	kofam/xlsx->KEGG
gene_10717	tr|H1V5H2|H1V5H2_COLHI	C	K01611	S-adenosylmethionine decarboxylase [EC:4.1.1.50]	Adenosylmethionine decarboxylase [PF01536.19]	adenosylmethionine decarboxylase	YES	False	True	True	K01611	kofam+xlsx	4.1.1.50	kofam/xlsx->KEGG
gene_5089	tr|A0A1B7XZ09|A0A1B7XZ09_COLHI	C	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	S-adenosylmethionine synthetase, central domain [PF02772.19]; S-adenosylmethionine synthetase, C-terminal domain [PF02773.19]; S-adenosylmethionine synthetase, N-terminal domain [PF00438.23]	S-adenosylmethionine synthase	YES	False	True	True	K00789	kofam+xlsx	2.5.1.6	kofam/xlsx->KEGG
gene_436	tr|A0A1B7Y4Z9|A0A1B7Y4Z9_COLHI	C	K11364	SAGA-associated factor 29	SGF29 tudor-like domain [PF07039.14]	SAGA-associated factor 29	YES	False	False	True	K11364	kofam+xlsx		
gene_2856	tr|H1V9A0|H1V9A0_COLHI	C	K11365	SAGA-associated factor 73	SCA7, zinc-binding domain [PF08313.15]; Mitochondrial carrier protein [PF00153.30]	Nuclear protein Ataxin-7	YES	False	False	True	K11365;K13354	kofam+xlsx		
gene_3171	tr|A0A1B7Y3J8|A0A1B7Y3J8_COLHI	C	K00480	salicylate hydroxylase [EC:1.14.13.1]	FAD binding domain [PF01494.22]	Mannitol 1-phosphate dehydrogenase	YES	False	False	True	K00480	xlsx	1.14.13.1	kofam/xlsx->KEGG
gene_8242	tr|H1VFJ4|H1VFJ4_COLHI	C	K00480	salicylate hydroxylase [EC:1.14.13.1]	FAD binding domain [PF01494.22]	Salicylate hydroxylase-like protein	YES	False	False	True	K00480	xlsx	1.14.13.1	kofam/xlsx->KEGG
gene_5715	tr|A0A1B7XW06|A0A1B7XW06_COLHI	C	K18732	SAP domain-containing ribonucleoprotein	Tho1/MOS11 C-terminal domain [PF18592.4]; SAP domain [PF02037.30]	Sap domain-containing protein	YES	False	False	True	K18732	kofam+xlsx		
gene_10238	tr|A0A1B7Y063|A0A1B7Y063_COLHI	C	K00306	sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]	Cytochrome P450 [PF00067.25]; FAD dependent oxidoreductase [PF01266.27]	Cytochrome P450 2D18	YES	False	False	True	K00306;K21293	kofam+xlsx	1.5.3.1;1.5.3.7	kofam/xlsx->KEGG
gene_2979	tr|H1VA84|H1VA84_COLHI	C	K00306	sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]	FAD dependent oxidoreductase [PF01266.27]	FAD dependent oxidoreductase	YES	False	False	True	K00306	kofam+xlsx	1.5.3.1;1.5.3.7	kofam/xlsx->KEGG
gene_8566	tr|H1V5D5|H1V5D5_COLHI	C	K00306	sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]	FAD dependent oxidoreductase [PF01266.27]	FAD dependent oxidoreductase	YES	False	False	True	K00306	kofam+xlsx	1.5.3.1;1.5.3.7	kofam/xlsx->KEGG
gene_9347	tr|H1VZS8|H1VZS8_COLHI	C	K08876	SCY1-like protein 1	Protein tyrosine and serine/threonine kinase [PF07714.20]; Protein kinase domain [PF00069.28]	Protein kinase	YES	False	False	True	K08876	kofam+xlsx		
gene_4937	tr|A0A1B7XSV5|A0A1B7XSV5_COLHI	C	K17541	SCY1-like protein 2		Clathrin-coated vesicle protein	YES	False	True	True	K17541	kofam+xlsx		
gene_1147	tr|H1V2K1|H1V2K1_COLHI	C	K16044	scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.371]	Oxidoreductase family, NAD-binding Rossmann fold [PF01408.25]	Oxidoreductase	YES	False	False	True	K16044	xlsx	1.1.1.371	kofam/xlsx->KEGG
gene_6978	tr|H1VD38|H1VD38_COLHI	C	K16044	scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.371]	Oxidoreductase family, NAD-binding Rossmann fold [PF01408.25]; Oxidoreductase family, C-terminal alpha/beta domain [PF02894.20]	Oxidoreductase	YES	False	False	True	K16044	xlsx	1.1.1.371	kofam/xlsx->KEGG
gene_10588	tr|A0A1B7YTF5|A0A1B7YTF5_COLHI	C	K17740	scytalone dehydratase [EC:4.2.1.94]	Scytalone dehydratase [PF02982.17]; SnoaL-like domain [PF13577.9]	Scytalone dehydratase	YES	False	False	True	K17740	kofam+xlsx	4.2.1.94	kofam/xlsx->KEGG
gene_5979	tr|H1VK44|H1VK44_COLHI	C	K20404	SEA/GATOR complex protein SEA1/DEPDC5	Vacuolar membrane-associated protein Iml1 [PF12257.11]; DEPDC5 protein C-terminal region [PF19418.2]; Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP) [PF00610.24]	Vacuolar membrane-associated protein IML1	YES	False	False	True	K20404	kofam+xlsx		
gene_5581	tr|A0A1B7YQ78|A0A1B7YQ78_COLHI	C	K20407	SEA/GATOR complex protein SEA4/MIOS	Zinc-ribbon like family [PF17034.8]; RING/Ubox like zinc-binding domain [PF17120.8]	WD repeat domain-containing protein	YES	False	False	True	K20407	kofam+xlsx		
