gene	ko	ko_source	ec
gene_12506	K18442	kofam+xlsx	
gene_12507	K04075	kofam+xlsx	6.3.4.19
gene_12510	K13137	kofam+xlsx	
gene_12512	K12373	kofam+xlsx	3.2.1.52
gene_12513	K08192	kofam+xlsx	
gene_12515	K05535	kofam+xlsx	2.4.1.-
gene_12518	K09265	kofam+xlsx	
gene_1252	K03012	kofam+xlsx	
gene_12521	K11376	kofam+xlsx	
gene_12525	K22686	kofam+xlsx	3.4.21.-
gene_12526	K17228	kofam+xlsx	1.14.14.35
gene_12527	K00698	kofam+xlsx	2.4.1.16
gene_12528	K14394;K25307	kofam+xlsx	3.1.3.2;3.1.3.48
gene_12537	K00344	kofam+xlsx	1.6.5.5
gene_12538	K15541	kofam+xlsx	
gene_12543	K01251	kofam+xlsx	3.13.2.1
gene_12545	K14821	kofam+xlsx	
gene_12547	K02984	kofam+xlsx	
gene_12553	K01469	kofam+xlsx	3.5.2.9
gene_12556	K03846	kofam+xlsx	2.4.1.259;2.4.1.261
gene_12562	K13110	xlsx	
gene_12563	K01341	kofam+xlsx	3.4.21.61
gene_12567	K11354	xlsx	2.7.13.3
gene_12572	K14962	kofam+xlsx	
gene_12578	K23499	kofam+xlsx	
gene_12579	K02955	kofam+xlsx	
gene_1258	K00059	kofam+xlsx	1.1.1.100
gene_12584	K12200	xlsx	
gene_12587	K03650	kofam+xlsx	3.6.-.-
gene_12589	K04755;K22071	kofam+xlsx	
gene_12592	K01235;K19589	kofam+xlsx	2.1.1.297;3.2.1.139
gene_12596	K02971	kofam+xlsx	
gene_12597	K11483	kofam+xlsx	3.5.1.98
gene_126	K14338	kofam+xlsx	1.14.14.1;1.6.2.4
gene_12601	K08095	kofam+xlsx	3.1.1.74
gene_12603	K03778	kofam+xlsx	1.1.1.28
gene_12605	K12763	kofam+xlsx	
gene_12607	K00128	kofam+xlsx	1.2.1.3
gene_12609	K06630	kofam+xlsx	
gene_12612	K15318;K16639	kofam+xlsx	3.1.27.-
gene_12616	K02911	kofam+xlsx	
gene_12617	K02886	kofam+xlsx	
gene_12618	K01480;K01893;K25365	kofam+xlsx	3.5.3.10;3.5.3.11;3.5.3.7;6.1.1.22
gene_12619	K06678	kofam+xlsx	
gene_1262	K02111;K02132	kofam+xlsx	7.1.2.2;7.2.2.1
gene_12625	K06867	xlsx	
gene_12627	K07404	kofam+xlsx	3.1.1.31
gene_1263	K01183	kofam+xlsx	3.2.1.14
gene_12633	K02209	kofam+xlsx	5.6.2.3
gene_12636	K02868	kofam+xlsx	
gene_12639	K08869;K13118	kofam+xlsx	
gene_12642	K14819	kofam+xlsx	3.1.3.16;3.1.3.48
gene_12644	K22134	kofam+xlsx	
gene_12645	K15921	xlsx	3.2.1.55
gene_12648	K05972	kofam+xlsx	3.1.1.72
gene_12654	K18693	kofam+xlsx	3.1.3.4;3.6.1.75
gene_12659	K15378	kofam+xlsx	
gene_1266	K05767	kofam+xlsx	
gene_12664	K14548	kofam+xlsx	
gene_12669	K04091	kofam+xlsx	1.14.14.34;1.14.14.5
gene_12679	K18703	kofam+xlsx	2.8.3.13
gene_12680	K20032	kofam+xlsx	2.3.1.225
gene_12684	K25639	kofam+xlsx	
gene_12685	K01697	kofam+xlsx	4.2.1.22
gene_12687	K24113	kofam+xlsx	
gene_12688	K08192	kofam	
gene_12690	K01575	kofam+xlsx	4.1.1.5
gene_12692	K05657	kofam+xlsx	
gene_12693	K20477	kofam+xlsx	
gene_12694	K06628	kofam+xlsx	
gene_12696	K13339	kofam+xlsx	3.6.4.-
gene_12697	K08192	kofam	
gene_12702	K00297	kofam+xlsx	1.5.1.54
gene_12706	K08852	kofam+xlsx	2.7.11.1;3.1.26.-
gene_12711	K17743	kofam+xlsx	1.1.1.307;1.1.1.430;1.1.1.431
gene_12714	K10838	kofam+xlsx	
gene_12715	K00505	kofam+xlsx	1.14.18.1
gene_12716	K07375	kofam+xlsx	
gene_12719	K07750	kofam+xlsx	1.14.18.9
gene_12720	K02866	kofam+xlsx	
gene_12723	K12597	kofam+xlsx	
gene_12725	K00077	kofam+xlsx	1.1.1.169
gene_12726	K01206	kofam+xlsx	3.2.1.51
gene_12735	K23504	kofam+xlsx	
gene_12736	K03350	kofam+xlsx	
gene_12737	K00140	kofam+xlsx	1.2.1.18;1.2.1.27
gene_12740	K00772	kofam+xlsx	2.4.2.28
gene_12742	K00981	kofam+xlsx	2.7.7.41
gene_12747	K06694	kofam+xlsx	
gene_12748	K14544	kofam+xlsx	
gene_12749	K00799	kofam+xlsx	2.5.1.18
gene_12750	K19983	kofam+xlsx	
gene_12755	K17818	kofam+xlsx	1.1.1.287
gene_12758	K01537	kofam+xlsx	7.2.2.10
gene_12759	K10848	kofam+xlsx	3.1.-.-
gene_1276	K08963	kofam+xlsx	5.3.1.23
gene_12761	K11483	kofam+xlsx	3.5.1.98
gene_12764	K11501	kofam+xlsx	
gene_12765	K00645;K12398	kofam+xlsx	2.3.1.39
gene_12777	K18738	xlsx	
gene_12778	K03469	kofam+xlsx	3.1.26.4
gene_12782	K14998	kofam+xlsx	
gene_12784	K24104	kofam+xlsx	
gene_12787	K03540	kofam+xlsx	3.1.26.5
gene_12791	K00953	kofam+xlsx	2.7.7.2
gene_12792	K09828	kofam+xlsx	1.3.1.-;1.3.1.72
gene_12797	K12389;K22884	kofam+xlsx	2.3.1.-
gene_12798	K05665	xlsx	7.6.2.3
gene_1280	K10886	kofam+xlsx	
gene_12800	K15163	kofam+xlsx	
gene_12807	K01624	kofam+xlsx	4.1.2.13
gene_12808	K12041	xlsx	
gene_12810	K19841	kofam+xlsx	
gene_12815	K00273	kofam+xlsx	1.4.3.3
gene_12816	K03016	kofam+xlsx	
gene_12817	K12839	kofam+xlsx	
gene_12819	K22278	kofam+xlsx	3.5.1.104
gene_1282	K05906	kofam+xlsx	1.8.3.5;1.8.3.6
gene_12821	K21547	kofam+xlsx	
gene_12827	K03380	kofam+xlsx	1.14.13.7
gene_1283	K18342	kofam+xlsx	3.4.19.12
gene_12830	K05972	kofam+xlsx	3.1.1.72
gene_12834	K02725;K20306	kofam+xlsx	3.4.25.1
gene_12838	K16261	kofam+xlsx	
gene_1284	K00026	kofam+xlsx	1.1.1.37
gene_12840	K17268	kofam	
gene_12842	K07151	kofam+xlsx	2.4.99.18
gene_12844	K10246	kofam+xlsx	2.3.1.199
gene_12845	K14686	kofam+xlsx	
gene_12850	K08734	kofam+xlsx	
gene_12854	K13117	kofam+xlsx	5.6.2.6
gene_12855	K24983	kofam	
gene_12858	K19307	kofam+xlsx	2.1.1.313
gene_12860	K03843;K19785	kofam+xlsx	2.4.1.132;2.4.1.257;2.7.7.1
gene_12861	K19356	xlsx	1.14.99.54
gene_12863	K10436	kofam+xlsx	
gene_12865	K00668	kofam+xlsx	2.3.1.86
gene_12870	K02997	kofam+xlsx	
gene_12871	K09537	kofam+xlsx	
gene_12874	K01900	kofam+xlsx	6.2.1.4;6.2.1.5
gene_12875	K23460	kofam+xlsx	
gene_12878	K11569	kofam+xlsx	
gene_12885	K00102	kofam+xlsx	1.1.2.4
gene_12887	K20938	kofam+xlsx	1.14.14.28
gene_12888	K28028	kofam	
gene_1289	K26808	kofam	
gene_12891	K05863;K15360	kofam+xlsx	
gene_12896	K02078	kofam+xlsx	
gene_12897	K12200;K27841	kofam+xlsx	2.4.1.398
gene_12899	K00844	kofam+xlsx	2.7.1.1
gene_129	K22952	kofam+xlsx	4.1.99.24
gene_12901	K12818	kofam+xlsx	5.6.2.6
gene_12903	K08139	kofam+xlsx	
gene_12906	K20803	kofam+xlsx	2.3.2.26
gene_12907	K13519;K15356	kofam+xlsx	2.3.1.-;2.3.1.23;2.3.1.51
gene_12908	K01501	kofam	3.5.5.1
gene_12910	K00838	kofam+xlsx	2.6.1.27;2.6.1.39;2.6.1.5;2.6.1.57
gene_12918	K12274	kofam+xlsx	
gene_12921	K12833	kofam+xlsx	
gene_12922	K11422	kofam+xlsx	2.1.1.354
gene_12934	K03183;K06127	kofam+xlsx	2.1.1.163;2.1.1.201
gene_12935	K00915	kofam	2.7.1.140;2.7.1.151
gene_12938	K23107	kofam+xlsx	1.1.-.-
gene_12939	K07407	kofam+xlsx	3.2.1.22
gene_12950	K03305	kofam+xlsx	
gene_12952	K03115;K20476	kofam+xlsx	
gene_12965	K05925	kofam	2.1.1.348
gene_12966	K03262	kofam+xlsx	
gene_12969	K05349	kofam+xlsx	3.2.1.21
gene_1297	K01066	xlsx	3.1.1.-
gene_12974	K01469	kofam+xlsx	3.5.2.9
gene_12976	K16214	xlsx	2.7.1.176
gene_12987	K03869	kofam+xlsx	
gene_12988	K01489	kofam+xlsx	3.5.4.5
gene_12989	K01537	kofam+xlsx	7.2.2.10
gene_12990	K28059	kofam	
gene_12994	K18191	kofam+xlsx	
gene_12998	K01904	kofam+xlsx	6.2.1.12
gene_1300	K11429	kofam+xlsx	2.1.1.362
gene_13003	K08269	kofam+xlsx	2.7.11.1
gene_13004	K08254	kofam+xlsx	3.2.1.59
gene_13006	K10956	kofam+xlsx	
gene_13007	K01183	kofam+xlsx	3.2.1.14
gene_13008	K03392;K06176	kofam+xlsx	4.1.1.45;5.4.99.27
gene_13011	K11253	kofam+xlsx	
gene_13018	K18189	kofam+xlsx	
gene_13019	K08139	kofam+xlsx	
gene_13020	K28102	kofam	
gene_13021	K02950	kofam+xlsx	
gene_13022	K02732	kofam+xlsx	3.4.25.1
gene_13023	K00859	kofam+xlsx	2.7.1.24
gene_13029	K06062	kofam+xlsx	2.3.1.48
gene_1303	K03248	kofam+xlsx	
gene_13038	K11393	kofam+xlsx	2.1.1.346
gene_13039	K20301	kofam+xlsx	
gene_13043	K11251	kofam+xlsx	
gene_13044	K06950	kofam+xlsx	
gene_1310	K03448	xlsx	
gene_1312	K08139	kofam+xlsx	
gene_1316	K09043	kofam+xlsx	
gene_1319	K15338;K15339	kofam+xlsx	3.1.-.-
gene_132	K02979;K03636;K21232	kofam+xlsx	
gene_1323	K14780	kofam+xlsx	5.6.2.6
gene_1324	K00222	xlsx	1.3.1.70
gene_1326	K01318	kofam	3.4.21.19
gene_1329	K11215	kofam+xlsx	
gene_1331	K06630	kofam+xlsx	
gene_1335	K01181	kofam+xlsx	3.2.1.8
gene_1336	K13106	kofam+xlsx	
gene_1337	K23322	kofam+xlsx	1.-.-.-
gene_1338	K20347	kofam+xlsx	
gene_1339	K07374	kofam+xlsx	
gene_1340	K06210	kofam+xlsx	2.7.7.1;2.7.7.18
gene_1343	K00164	kofam+xlsx	1.2.4.2
gene_1347	K04569	kofam+xlsx	
gene_135	K01802;K09569	kofam+xlsx	5.2.1.8
gene_1350	K01655	kofam+xlsx	2.3.3.14
gene_1351	K01785	kofam+xlsx	5.1.3.3
gene_1353	K15777	kofam+xlsx	1.13.11.-
gene_1354	K14309	kofam+xlsx	
gene_1355	K15222	kofam	
gene_1358	K18178	kofam+xlsx	
gene_1359	K03163	kofam+xlsx	5.6.2.1
gene_136	K03255	kofam+xlsx	
gene_1361	K13108	kofam+xlsx	
gene_1363	K05767	kofam+xlsx	
gene_1365	K10747	kofam+xlsx	6.5.1.1;6.5.1.6;6.5.1.7
gene_137	K17427	kofam+xlsx	
gene_1372	K19356	kofam+xlsx	1.14.99.54
gene_1373	K03000	kofam+xlsx	
gene_1374	K23498	kofam+xlsx	
gene_1375	K02510	kofam+xlsx	4.1.2.52
gene_1377	K01426	kofam+xlsx	3.5.1.4
gene_1379	K17066	kofam+xlsx	1.1.3.13
gene_1387	K21830	kofam+xlsx	3.1.3.75
gene_1389	K03949	kofam+xlsx	
gene_1392	K15033	kofam+xlsx	3.1.1.29
gene_1393	K23322	kofam+xlsx	1.-.-.-
gene_1394	K08955	kofam+xlsx	3.4.24.-
gene_1399	K12605;K14022	kofam+xlsx	
gene_1400	K14708	kofam+xlsx	
gene_1401	K03333	kofam+xlsx	1.1.3.6
gene_1405	K01225	kofam+xlsx	3.2.1.91
gene_1406	K00062	kofam+xlsx	1.1.1.116
gene_1408	K03265	kofam	
gene_141	K01066	xlsx	3.1.1.-
gene_1410	K10866	kofam+xlsx	3.6.-.-
gene_1413	K10589	kofam+xlsx	2.3.2.26
gene_1417	K05528	kofam+xlsx	2.4.1.232
gene_1420	K20524	kofam+xlsx	
gene_1423	K00551;K12346	kofam+xlsx	2.1.1.17;2.1.1.71
gene_1424	K20047	kofam+xlsx	
gene_1425	K00761	kofam+xlsx	2.4.2.9
gene_1430	K11226	kofam+xlsx	2.7.12.2
gene_1431	K03514	kofam+xlsx	2.7.7.19
gene_1432	K11128	kofam+xlsx	
gene_1436	K03457	kofam+xlsx	
gene_1441	K18160	kofam+xlsx	
gene_145	K28083	kofam	
gene_1450	K19951	kofam+xlsx	
gene_1451	K11870	kofam+xlsx	3.4.19.12
gene_1452	K28026	kofam	
gene_1461	K00507	kofam+xlsx	1.14.19.1
gene_1463	K07203	kofam+xlsx	2.7.11.1
gene_1464	K03679	kofam+xlsx	
gene_1465	K00730	kofam	
gene_1466	K01953	kofam+xlsx	6.3.5.4
gene_1467	K13181	kofam+xlsx	5.6.2.7
gene_1472	K00318	kofam+xlsx	1.5.5.2
gene_1473	K11137	xlsx	
gene_148	K19355	kofam+xlsx	3.2.1.78
gene_1480	K05824	kofam+xlsx	1.1.1.87
gene_1482	K07750	kofam+xlsx	1.14.18.9
gene_1484	K17981	kofam+xlsx	
gene_1486	K24348	kofam+xlsx	
gene_1487	K03434	kofam+xlsx	3.5.1.89
gene_1489	K28508	kofam	
gene_149	K23387	kofam+xlsx	
gene_1493	K04079	kofam+xlsx	
gene_1494	K09648	kofam+xlsx	3.4.21.-
gene_1496	K08966	kofam+xlsx	3.1.3.87
gene_1497	K14967;K28103	kofam+xlsx	
gene_150	K03885	kofam+xlsx	1.6.5.9
gene_1506	K14715	kofam+xlsx	
gene_1507	K05285	kofam+xlsx	2.7.-.-
gene_1509	K11173	kofam+xlsx	1.1.99.24
gene_1512	K15389	xlsx	
gene_1514	K00106	kofam+xlsx	1.17.1.4;1.17.3.2
gene_1515	K14997	kofam+xlsx	
gene_1516	K22278	kofam+xlsx	3.5.1.104
gene_152	K22763	kofam+xlsx	3.4.19.12
gene_1521	K04043	kofam+xlsx	
gene_1522	K18633	kofam+xlsx	
gene_1532	K14854	kofam+xlsx	
gene_1533	K18103;K18123	kofam+xlsx	4.1.2.54;4.1.3.16
gene_1534	K14811	kofam+xlsx	5.6.2.7
gene_1535	K18546	kofam+xlsx	3.4.21.-
gene_1536	K16075	kofam+xlsx	
gene_1537	K01183	kofam+xlsx	3.2.1.14
gene_154	K11271	kofam+xlsx	
gene_1540	K15069	xlsx	
gene_1541	K24175	kofam+xlsx	
gene_1542	K01952	kofam+xlsx	6.3.5.3
gene_1543	K08783	kofam+xlsx	3.4.17.-
gene_1548	K00928;K15071	kofam+xlsx	2.7.2.4
gene_155	K02434	kofam+xlsx	6.3.5.6;6.3.5.7
gene_1553	K08726	xlsx	3.1.3.76;3.3.2.10
gene_1555	K12386	kofam+xlsx	
gene_1559	K00573	kofam+xlsx	2.1.1.77
gene_1564	K14713	kofam+xlsx	
gene_1565	K02140	kofam+xlsx	
gene_1567	K18549	kofam+xlsx	3.4.21.63
gene_1569	K18726	kofam+xlsx	
gene_1570	K14557	kofam+xlsx	
gene_1572	K20302	kofam+xlsx	
gene_1578	K14555	kofam+xlsx	
gene_1580	K18849	kofam+xlsx	2.1.1.286
gene_159	K00766	kofam+xlsx	2.4.2.18
gene_1592	K07297	kofam+xlsx	
gene_1595	K12175	kofam+xlsx	
gene_1600	K22522	kofam+xlsx	3.2.2.-
gene_1604	K11099	kofam+xlsx	
gene_1605	K00013;K14152	kofam+xlsx	1.1.1.23;3.5.4.19;3.6.1.31
gene_1608	K14785	kofam+xlsx	
gene_1614	K13577	kofam+xlsx	
gene_162	K20974	xlsx	2.7.13.3
gene_1620	K01850	kofam+xlsx	5.4.99.5
gene_1622	K02915	kofam+xlsx	
gene_1625	K00088	kofam+xlsx	1.1.1.205
gene_1631	K02202	kofam+xlsx	2.7.11.22;2.7.11.23
gene_1632	K01104	kofam	3.1.3.48
gene_1634	K07297	kofam+xlsx	
gene_1637	K14284	kofam+xlsx	
gene_1643	K11699	kofam+xlsx	2.7.7.48
gene_1645	K22063	kofam+xlsx	
gene_1646	K15562	kofam+xlsx	2.7.11.22;2.7.11.23
gene_1654	K17777	kofam+xlsx	
gene_166	K00275	kofam+xlsx	1.4.3.5
gene_1663	K14843	kofam+xlsx	
gene_1670	K28506	kofam	
gene_1671	K05528	kofam	2.4.1.232
gene_1677	K02898	kofam+xlsx	
gene_1679	K20815	kofam+xlsx	
gene_168	K03146	kofam+xlsx	2.4.2.60
gene_1689	K00698	kofam+xlsx	2.4.1.16
gene_169	K22733	kofam+xlsx	
gene_1691	K09202	kofam+xlsx	
gene_1694	K08157;K28027	kofam+xlsx	
gene_1695	K22278	kofam+xlsx	3.5.1.104
gene_17	K11370	kofam+xlsx	
gene_1701	K19267	xlsx	1.6.5.2
gene_1703	K08964	kofam+xlsx	4.2.1.109
gene_1704	K05658	kofam+xlsx	7.6.2.2
gene_1706	K17787	kofam+xlsx	
gene_1709	K06201	kofam+xlsx	
gene_1710	K11664;K17900	kofam+xlsx	3.1.1.3
gene_1711	K00818;K00821	kofam+xlsx	2.6.1.11;2.6.1.17
gene_1712	K14968	kofam+xlsx	
gene_172	K05925	kofam	2.1.1.348
gene_1721	K08499	kofam+xlsx	
gene_1725	K15532	kofam+xlsx	3.2.1.172
gene_173	K14640	kofam+xlsx	
gene_1735	K14640	xlsx	
gene_1737	K14855	kofam+xlsx	
gene_1742	K12184	kofam+xlsx	
gene_1747	K01209	kofam+xlsx	3.2.1.55
gene_1753	K01092	kofam+xlsx	3.1.3.25
gene_1754	K14709	kofam+xlsx	
gene_1755	K10873	kofam+xlsx	
gene_1757	K21456	kofam+xlsx	6.3.2.3
gene_1758	K11228	kofam+xlsx	2.7.11.25
gene_1764	K05019	kofam+xlsx	
gene_1765	K14552	kofam+xlsx	
gene_1766	K24752	kofam+xlsx	
gene_1767	K22889	kofam+xlsx	2.3.1.-
gene_1769	K18716	kofam+xlsx	
gene_1771	K06693;K07936	kofam+xlsx	
gene_1772	K16261	kofam+xlsx	
gene_1773	K02112;K02133	kofam+xlsx	7.1.2.2;7.2.2.1
gene_1776	K00616	kofam+xlsx	2.2.1.2
gene_1780	K00683	kofam+xlsx	2.3.2.5
gene_1783	K01497	kofam+xlsx	3.5.4.25
gene_1789	K01051	kofam+xlsx	3.1.1.11
gene_1794	K01427;K01428	kofam+xlsx	3.5.1.5
gene_18	K12193	kofam+xlsx	
gene_1800	K00869;K05955	kofam+xlsx	2.5.1.58;2.5.1.59;2.7.1.36
gene_1801	K09490;K14416	kofam+xlsx	5.6.1.10
gene_1802	K14546	kofam+xlsx	
gene_1806	K12608	kofam+xlsx	
gene_1810	K00232	kofam+xlsx	1.3.3.6
gene_1812	K28440	kofam	
gene_1814	K10882	kofam+xlsx	3.1.22.-
gene_1818	K11232	kofam+xlsx	
gene_1819	K17796	kofam+xlsx	
gene_1821	K11315	kofam+xlsx	
gene_1824	K19355	kofam+xlsx	3.2.1.78
gene_1826	K09248	kofam	
gene_1827	K08489	kofam+xlsx	
gene_1829	K05658	kofam+xlsx	7.6.2.2
gene_1831	K24364	kofam+xlsx	
gene_1834	K19564	kofam+xlsx	
gene_1835	K14180	kofam+xlsx	4.2.3.9
gene_1838	K00167;K10364	kofam+xlsx	1.2.4.4
gene_1839	K14004	kofam+xlsx	
gene_1842	K12199	kofam+xlsx	
gene_1845	K01181	kofam+xlsx	3.2.1.8
gene_185	K12762	kofam+xlsx	
gene_1853	K05528	kofam+xlsx	2.4.1.232
gene_1855	K21797	kofam+xlsx	3.1.3.-
gene_1857	K18693	kofam+xlsx	3.1.3.4;3.6.1.75
gene_1858	K07478	kofam+xlsx	
gene_1863	K02272	kofam+xlsx	
gene_1865	K00888	kofam+xlsx	2.7.1.67
gene_1866	K22889	xlsx	2.3.1.-
gene_1869	K01897	kofam+xlsx	6.2.1.3
gene_187	K01426	kofam+xlsx	3.5.1.4
gene_1872	K02260	kofam+xlsx	
gene_1875	K02307	kofam+xlsx	
gene_1876	K03842	kofam+xlsx	2.4.1.142
gene_1886	K01883	kofam+xlsx	6.1.1.16
gene_1888	K25058	kofam+xlsx	
gene_189	K06113	kofam+xlsx	3.2.1.99
gene_1892	K20526	kofam+xlsx	
gene_1897	K01580	kofam+xlsx	4.1.1.15
gene_190	K12198	kofam+xlsx	
gene_1900	K09248	kofam+xlsx	
gene_1901	K03538	kofam+xlsx	3.1.26.5
gene_1904	K09658	kofam+xlsx	
gene_1910	K00869	kofam+xlsx	2.7.1.36
gene_1921	K12860	kofam+xlsx	
gene_1923	K20474	kofam+xlsx	
gene_1929	K07442	kofam+xlsx	2.1.1.219;2.1.1.220
gene_193	K17768	kofam+xlsx	
gene_1935	K07513	kofam+xlsx	2.3.1.16
gene_1937	K18123	kofam+xlsx	4.1.3.16
gene_1940	K10755	kofam+xlsx	
gene_1943	K12844	kofam+xlsx	
gene_1945	K14530	kofam+xlsx	3.1.26.5
gene_1949	K12621	kofam+xlsx	
gene_1950	K01892	kofam+xlsx	6.1.1.21
gene_1951	K12587	kofam+xlsx	
gene_1954	K05658	kofam+xlsx	7.6.2.2
gene_1956	K08497	kofam+xlsx	
gene_1957	K01624	kofam+xlsx	4.1.2.13
gene_1958	K00661	kofam+xlsx	2.3.1.79
gene_1959	K00799	kofam+xlsx	2.5.1.18
gene_1963	K27389	kofam	
gene_1968	K18107	kofam+xlsx	1.1.1.372
gene_1971	K09043	kofam+xlsx	
gene_1973	K08900	kofam+xlsx	
gene_1974	K11434	kofam+xlsx	2.1.1.319
gene_1976	K23107	kofam+xlsx	1.1.-.-
gene_1977	K00389;K06927;K19783	kofam+xlsx	5.6.2.3;6.3.1.14
gene_198	K06999	kofam+xlsx	
gene_1982	K19801	kofam+xlsx	2.7.1.67
gene_1983	K11778	kofam+xlsx	2.5.1.87
gene_1985	K00505	kofam+xlsx	1.14.18.1
gene_1988	K03264	kofam+xlsx	
gene_1992	K03239	kofam+xlsx	
gene_2	K11369	kofam+xlsx	
gene_200	K20521	kofam+xlsx	
gene_2000	K02127	kofam+xlsx	
gene_2001	K01501	kofam+xlsx	3.5.5.1
gene_2002	K10415	kofam+xlsx	
gene_2004	K14773;K17508	kofam+xlsx	3.1.3.16
gene_2010	K00942	kofam+xlsx	2.7.4.8
gene_2011	K05349;K15920	kofam+xlsx	3.2.1.21;3.2.1.37
gene_2013	K00354	kofam+xlsx	1.6.99.1
gene_2017	K24029	kofam+xlsx	1.14.11.-
gene_2019	K22684	kofam+xlsx	3.4.22.-
gene_2020	K05755	kofam+xlsx	
gene_2021	K03858	kofam+xlsx	
gene_2022	K02949	kofam+xlsx	
gene_2023	K01288	kofam+xlsx	3.4.16.6
gene_2025	K22074	kofam+xlsx	
gene_2026	K03065	kofam+xlsx	
gene_2028	K19940	kofam+xlsx	
gene_203	K01166	kofam+xlsx	4.6.1.19
gene_2032	K19356	kofam+xlsx	1.14.99.54
gene_2034	K07126	kofam+xlsx	
gene_2036	K00147	kofam+xlsx	1.2.1.41
gene_2038	K05989	xlsx	3.2.1.40
gene_204	K10520	kofam+xlsx	
gene_2040	K19357	kofam+xlsx	3.2.1.4
gene_2041	K16261	kofam+xlsx	
gene_2044	K22943	kofam+xlsx	
gene_2046	K28359	kofam	
gene_2048	K06867	xlsx	
gene_205	K01880	kofam+xlsx	6.1.1.14
gene_2053	K05294	kofam+xlsx	3.-.-.-
gene_2055	K09780	kofam+xlsx	
gene_2056	K28515	kofam	
gene_2061	K06656	kofam+xlsx	
gene_2072	K00784	kofam+xlsx	3.1.26.11
gene_2075	K11341	kofam+xlsx	
gene_2076	K10808	kofam+xlsx	1.17.4.1
gene_2077	K08150	kofam+xlsx	
gene_2079	K19829	kofam+xlsx	
gene_208	K10750	kofam+xlsx	
gene_2082	K05972	kofam+xlsx	3.1.1.72
gene_2086	K02564	kofam+xlsx	3.5.99.6
gene_2087	K01259	kofam	3.4.11.5
gene_209	K28217	kofam	
gene_2093	K01692	kofam+xlsx	4.2.1.17
gene_2094	K08192	kofam	
gene_2097	K23292	kofam+xlsx	
gene_2098	K15053	kofam+xlsx	
gene_210	K03448	xlsx	
gene_2101	K04709	kofam+xlsx	2.3.1.297
gene_2105	K01945	kofam+xlsx	6.3.4.13
gene_211	K11761	kofam+xlsx	
gene_2110	K11373	kofam+xlsx	
gene_2113	K01673	kofam	4.2.1.1
gene_2115	K06672	kofam+xlsx	
gene_2116	K01607	kofam+xlsx	4.1.1.44
gene_2117	K14797	kofam+xlsx	
gene_2118	K02913	kofam+xlsx	
gene_2119	K11252	kofam+xlsx	
gene_212	K11294	kofam+xlsx	
gene_2120	K00293	kofam+xlsx	1.5.1.10
gene_2126	K11240	kofam+xlsx	3.1.3.48
gene_2127	K13123	kofam+xlsx	
gene_2130	K02943	kofam+xlsx	
gene_2140	K00344	kofam+xlsx	1.6.5.5
gene_2142	K13346	kofam+xlsx	2.3.2.27
gene_2143	K07004	kofam+xlsx	
gene_2153	K14300	kofam+xlsx	
gene_2155	K17893	kofam+xlsx	1.10.3.11
gene_2156	K01915	kofam	6.3.1.2
gene_2161	K01889	kofam+xlsx	6.1.1.20
gene_2163	K18748	kofam+xlsx	
gene_2166	K13535	kofam+xlsx	3.1.1.-
gene_217	K05389	kofam+xlsx	
gene_2171	K17644	kofam	1.1.1.349
gene_2172	K08192	kofam+xlsx	
gene_2175	K15340	kofam+xlsx	
gene_2176	K01505	kofam+xlsx	3.5.99.7
gene_2177	K26797	kofam	
gene_2178	K07756	kofam+xlsx	2.7.4.21
gene_218	K23338	kofam+xlsx	
gene_2182	K00851	kofam+xlsx	2.7.1.12
gene_2185	K13719	kofam+xlsx	3.1.2.-
gene_2194	K16073	kofam+xlsx	
gene_2195	K15102	kofam+xlsx	
gene_2197	K02921	kofam+xlsx	
gene_2208	K01439	kofam+xlsx	3.5.1.18
gene_2209	K01126;K18694	kofam+xlsx	3.1.4.-;3.1.4.46
gene_2212	K12624	kofam+xlsx	
gene_2219	K14792	kofam+xlsx	
gene_222	K08739;K20179	kofam+xlsx	
gene_2220	K22134	kofam+xlsx	
gene_2221	K00658	kofam+xlsx	2.3.1.61
gene_2223	K16329;K16330	kofam+xlsx	2.7.1.83;4.2.1.70
gene_2227	K03457	kofam+xlsx	
gene_2229	K08832	xlsx	2.7.11.1
gene_2231	K00799	kofam+xlsx	2.5.1.18
gene_2237	K10598	kofam+xlsx	5.2.1.8
gene_2238	K00698	kofam+xlsx	2.4.1.16
gene_2239	K15921	kofam+xlsx	3.2.1.55
gene_2241	K00846	kofam+xlsx	2.7.1.3
gene_2242	K03238	kofam+xlsx	
gene_2244	K08192	kofam+xlsx	
gene_2246	K00804;K27203	kofam+xlsx	2.5.1.1;2.5.1.10;2.5.1.29;4.2.3.214;4.2.3.215
gene_2249	K00059	kofam+xlsx	1.1.1.100
gene_2251	K10599	kofam+xlsx	2.3.2.27
gene_2252	K03030	kofam+xlsx	
gene_2255	K00281	kofam+xlsx	1.4.4.2
gene_2256	K12412	kofam+xlsx	
gene_2264	K25129	kofam+xlsx	
gene_2265	K10392	kofam+xlsx	
gene_2273	K13524	kofam+xlsx	2.6.1.19;2.6.1.22
gene_2278	K22992	kofam	
gene_2283	K03061	kofam+xlsx	
gene_2293	K08141	kofam+xlsx	
gene_2294	K12196	kofam+xlsx	
gene_2295	K18723	kofam+xlsx	
gene_2302	K19998	kofam+xlsx	
gene_2303	K22832	kofam+xlsx	2.4.1.-
gene_2304	K11462	kofam+xlsx	
gene_2308	K18185	kofam+xlsx	
